	prefixed_FIN	post_FIN	prefixed-Ás	prefixed-(O)(t)t	prefixed-ni_without_inter_aux	prefixed-Ó	prev-ni_with_inter_aux	prefixed-vA_simple	prefixed-tAl	prefixed-hAtÓ	prefixed-i	prefixed-(A)n	prev_FIN	prefixed-sÁg	prefixed-hAtAtlAn	post-hAtÓ	prefixed-vA_passive	prefixed-ÓlAg	prev-vA_passive	prefixed-AndÓ	prefixed-Ú	prefixed-tA	prefixed-(A)tlAn	prefixed_leg-...-bb	prefixed-(V)s	prefixed-Ul	prev-(O)(t)t	prefixed-Ós	prefixed-bb	post-vA_simple	prev-hAtÓ	prev-Ó	prefixed-vÁn_simple	prev-ni_without_inter_aux	no_hogy_FIN	hogy_FIN	post-ni_without_inter_aux	prefixed-tAlAn	prev-Ás	prefixed-nivaló	prev-AndÓ	prev-vA_simple	post-AndÓ	prefixed-szerű	prefixed-beli/béli	post-ni_with_inter_aux	prefixed-(O)nként	prefixed-sdi	post-vÁn_simple	prev-(A)n	prev-i	prev-sÁg	prefixed-ilAg	-ni_aux_topicalization	prev-tAl	-ni_FIN_topicalization	prefixed-féle	prev-vÁn_simple	prefixed-nyi	prefixed-hAtnék	prefixed-fajta	no_hogy-vA_passive	hogy-vA_passive	prefixed-vÁst	prefixed-(V)cskA	prev-tA	no_hogy-ni	prefixed_leg-...-bbik	prefixed-szerűség	hogy-ni	prefixed-stUl/-stÓl	prev-Ós	-vA_passive_topicalization	prev-hAtAtlAn	prefixed-féleség	prev_leg-...-bb	prefixed-belileg	prefixed-bbik	prev-(A)tlAn	prefixed-vÁn_passive	prefixed-forma	prev-nivaló	prev-bb	prev-Ul	post-bb	hogy-hAtÓ	hogy-Ás	hogy-(O)(t)t	hogy_double_conj	no_hogy-hAtÓ	no_hogy_double_conj	no_hogy-ni_conj	prev-sdi	prev-ÓlAg
véget	0.21	0.24	0	0.03	0.02	0.03	0.18	0.05	-0.01	-0.01	-0.01	-0.01	0.38	-0.01	0	-0.01	-0.01	-0.01	0	0	-0.01	0.06	-0.01	-0.01	-0.01	0.01	0.03	-0.01	-0.01	0.13	0.01	8.71	0.1	0.04	0.17	0.18	0.04	-0.01	0.02	-0.01	-0.01	0.04	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	9.24	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	100	-0.01	-0.01	-0.01	-0.01	-0.01
körül	0.1	0.17	0.05	0.13	0.1	0.32	0.1	0.23	-0.01	0.19	0.01	0.64	0.07	0.03	0.02	0.03	0.49	0	0.25	0.01	0	-0.01	0.19	0.21	0.04	0.01	0.08	0.03	2.09	0.1	0.09	0.01	0.2	0.27	0.05	0.01	0.49	-0.01	-0.01	-0.01	-0.01	0.13	-0.01	0.07	-0.01	0.1	-0.01	-0.01	0.36	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	1.33	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
helyre	0.09	0.05	0.26	0.03	0.18	0.05	0.23	0.03	0.07	0.1	0.5	0	0.09	0.01	0.32	0.17	0.04	0	0.05	0.08	-0.01	0.04	0.01	-0.01	0	0.52	-0.01	-0.01	0.01	0.05	0.18	-0.01	0.11	0.16	0.04	0.1	0.32	-0.01	-0.01	0.08	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	0.38	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	14.29	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
közre	0.14	0.08	0.23	0.07	0.04	0.19	0.02	0.04	-0.01	0	0.09	0	0.02	0	-0.01	0	0	-0.01	0	0.01	0	-0.01	0	0.01	0	-0.01	0	0.01	-0.01	0.06	0.02	0.03	0.07	-0.01	-0.01	0.01	0.03	-0.01	0.06	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	0.15	0.36	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
szembe	0.11	0.13	0.04	0.03	0.36	0.11	0.48	0.21	0.01	0.03	0	0.15	0.05	0	-0.01	0.07	0.03	0	0.01	0.01	-0.01	-0.01	-0.01	3.08	0.03	-0.01	-0.01	0.05	1.34	0.2	0.01	0.03	0.14	0.11	0.47	0.59	0.18	-0.01	0.09	0.05	-0.01	0.04	0.25	-0.01	-0.01	-0.01	-0.01	0.73	0.36	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	2.53	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	5.88	-0.01	-0.01	-0.01	-0.01	-0.01	16.67	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
felül/fölül	0.14	0.09	0.02	0.06	0.16	0.13	0.4	0.19	-0.01	0.06	0.01	0.04	0.07	0.03	0.38	0.04	0.03	-0.01	0.05	0.12	0.01	0.01	0.02	-0.01	0.01	0.21	0.04	0.07	0.01	0.06	0.03	0.08	0.16	0.25	0.03	0.18	0.03	-0.01	-0.01	-0.01	-0.01	0.17	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
nyilván	0.01	0.06	0.33	0.11	0.02	0.04	0.01	0.01	-0.01	0.01	0.58	0	0.01	0	-0.01	0.01	0.38	-0.01	0.07	0.02	0.02	-0.01	0	-0.01	0.01	-0.01	0.02	-0.01	-0.01	-0.01	0.03	-0.01	-0.01	-0.01	-0.01	-0.01	0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	0.07	0.36	-0.01	0.27	-0.01	-0.01	-0.01	-0.01	-0.01	0.77	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
közbe	0.05	0.05	0.31	0.02	0.03	0.03	0.04	0.03	0	0	0	0	0.05	-0.01	-0.01	-0.01	0.01	0.31	0.01	0	-0.01	0.18	-0.01	-0.01	0.07	-0.01	-0.01	0.02	-0.01	0.02	-0.01	-0.01	-0.01	0.02	0.05	-0.01	0.03	-0.01	0.02	0.03	-0.01	-0.01	-0.01	0.07	-0.01	-0.01	-0.01	0.15	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	1.72	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
hátra	0.07	0.15	0.01	0.09	0.02	0.53	0.03	0.31	0	0.01	0	0	0.07	0	-0.01	0	0.03	-0.01	0.05	0	0.02	0.01	-0.01	-0.01	0.04	-0.01	0	0.18	-0.01	0.78	0.03	0.04	0.28	0.15	0.01	-0.01	0.15	-0.01	-0.01	0.03	-0.01	0.69	-0.01	-0.01	-0.01	0.73	-0.01	0.15	0.36	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	1.72	-0.01	-0.01	-0.01	4.55	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
ellen	0.04	0.01	0.24	0	0.15	0.12	0.04	0.02	-0.01	0	0.32	0	0	0.04	1.12	-0.01	0	-0.01	-0.01	-0.01	0.36	-0.01	-0.01	0.25	0.04	2.61	-0.01	0.03	4.2	-0.01	-0.01	0.01	-0.01	0.06	0.01	-0.01	0.03	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	0.07	0.18	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	1.2	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
ellent	0.05	0.02	0.19	0	0.02	0.23	0.03	0.06	-0.01	-0.01	0	0.15	0.02	0.18	-0.01	-0.01	-0.01	-0.01	0	-0.01	0	-0.01	-0.01	0.75	19.64	-0.01	-0.01	-0.01	0.79	-0.01	-0.01	0.04	-0.01	0.02	0.35	0.28	-0.01	0.03	0.09	-0.01	-0.01	0.13	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	2.41	-0.01	-0.01	1.72	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	5.26	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	16.67	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
egybe	0.08	0.05	0.05	0.16	0.03	0.21	0.03	0.49	-0.01	0.02	0.01	0.61	0.03	0.05	0	0.04	0.14	0	0.12	0.04	0	-0.01	0.01	0.01	0.01	-0.01	0.01	0.01	-0.01	0.08	0.03	0.07	0.24	0.01	0.05	0.17	-0.01	-0.01	0.09	-0.01	-0.01	0.04	0.12	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	33.33	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
újjá	0.05	0.04	0.18	0.09	0.05	0.07	0.07	0.03	-0.01	0.01	0.66	0	0.01	0	0	0.02	0.02	-0.01	0.01	0.07	-0.01	0	0	-0.01	0.01	0.01	0.04	0.02	-0.01	-0.01	0.01	-0.01	0.02	-0.01	0.01	0.04	0.04	-0.01	-0.01	0.03	-0.01	0.09	-0.01	0.07	-0.01	-0.01	-0.01	0.15	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	1.33	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
hatályba	0.04	0.12	0.19	0	0	0.1	0.03	0	-0.01	0	0.03	0	0.12	-0.01	-0.01	0	-0.01	-0.01	-0.01	0	-0.01	0.02	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	0.02	0.06	-0.01	-0.01	-0.01	0.03	-0.01	-0.01	0.28	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
tönkre	0.11	0.07	0	0.04	0.06	0.02	0.08	0.03	0.31	0	0	0	0.11	0	0.01	0	0.01	-0.01	0.08	0	-0.01	0.01	-0.01	-0.01	-0.01	-0.01	-0.01	0.01	-0.01	0.12	-0.01	0.02	0.03	0.02	-0.01	0.01	0.03	-0.01	-0.01	0.03	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
körbe	0.09	0.07	0.02	0.04	0.05	0.05	0.06	0.13	0	0.05	0.01	0	0.04	0.01	-0.01	0.02	0.12	-0.01	0.17	0.01	-0.01	0	0.01	-0.01	0.03	-0.01	-0.01	0.12	-0.01	0.13	0.14	0.41	0.07	0.04	0.08	0.04	0.21	-0.01	-0.01	-0.01	-0.01	0.09	0.12	-0.01	-0.01	0.21	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
abba	0.09	0.07	0.01	0.01	0.11	0	0.16	0.02	-0.01	0	-0.01	-0.01	0.2	0	0.03	0	0	-0.01	0	-0.01	-0.01	0	-0.01	-0.01	-0.01	0.05	-0.01	0.01	-0.01	0.04	0.01	0.01	0.07	0.22	0.13	0.06	0.08	-0.01	-0.01	-0.01	-0.01	0.09	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
utána	0.07	0.1	0.01	0	0.09	0	0.24	0.03	0	0	0	0	0.1	0	0	0	0	-0.01	0.01	-0.01	-0.01	-0.01	-0.01	-0.01	0	-0.01	0	-0.01	0.01	0.06	0.03	-0.01	0.01	1.17	0.13	0.04	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	1.43	-0.01	-0.01	-0.01	0.77	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
jól	0.04	0.16	0	0.01	0.01	0.02	0.13	0.01	-0.01	0	0	0.12	0.33	0.11	-0.01	0	0	0	0.05	-0.01	-0.01	-0.01	-0.01	0.01	-0.01	-0.01	0	0.01	0.02	-0.01	-0.01	0.02	0.06	0.12	0.01	0.01	0.17	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	0.18	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
rajta	0.02	0.19	0.03	0.01	0	0	0.01	0	-0.01	0	0	0.05	0.05	-0.01	0	0.01	0	-0.01	0	-0.01	-0.01	-0.01	-0.01	-0.01	0.05	0.01	0.01	-0.01	-0.01	0.07	0.01	-0.01	-0.01	0.02	-0.01	0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	16.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
tele/teli	0.04	0.06	0.06	0.13	0.02	0	0.01	0.09	-0.01	0	0.01	0	0.02	0.01	-0.01	0	0.17	-0.01	0.34	-0.01	-0.01	0.03	0	-0.01	0	-0.01	-0.01	-0.01	-0.01	0.07	-0.01	-0.01	0.01	0.22	-0.01	-0.01	0.11	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
keresztül	0.03	0.09	0	0.01	0.06	0.03	0.06	0.04	0.06	0.02	0	0	0.12	0	0.02	0.02	0.01	-0.01	0.02	0	-0.01	0	-0.01	-0.01	0.01	-0.01	0.01	-0.01	-0.01	0.05	0.37	0.02	0.07	0.17	0.01	0.08	0.24	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	1.43	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
agyon	0.06	0.04	0.01	0.08	0.03	0.01	0.03	0.03	-0.01	0	0	0.01	0.03	0.01	0.01	-0.01	0.07	-0.01	0.12	0.01	-0.01	-0.01	-0.01	0.01	0	0.03	0	0.06	-0.01	-0.01	0.01	0.01	-0.01	0.07	-0.01	0.01	0.06	-0.01	-0.01	0.03	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
karban	0.01	0.01	0.12	0.02	0.02	0.04	0.02	0.01	-0.01	0.02	0.48	-0.01	0	0.03	0	0.01	0.04	-0.01	0.05	0	-0.01	-0.01	0.01	-0.01	0.01	-0.01	0	0.03	-0.01	0.01	0.01	-0.01	-0.01	0.01	0.01	-0.01	-0.01	-0.01	0.02	0.05	-0.01	-0.01	-0.01	-0.01	0.09	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	0.38	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
kézhez	0.01	0.12	0	0.01	0	0	0	0	0.49	0	-0.01	-0.01	0.02	-0.01	-0.01	0	0	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	0	-0.01	-0.01	-0.01	-0.01	-0.01	0.02	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
alul	0.05	0.02	0.01	0.11	0.01	0.03	0.01	0.03	-0.01	0	0.01	0.02	0.01	0.79	0.03	0	0.02	-0.01	0.13	-0.01	-0.01	-0.01	-0.01	0.08	-0.01	0.02	-0.01	0.01	-0.01	0.02	-0.01	-0.01	0.01	-0.01	0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	0.32	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
rendbe	0.04	0.02	0	0.01	0.05	0	0.12	0.01	0.62	0.01	0	0	0.03	0	0	0.01	0.05	-0.01	0.07	0.01	-0.01	-0.01	0	-0.01	-0.01	0.01	0	-0.01	-0.01	0.01	0.01	-0.01	0.03	0.06	0.07	0.08	0.01	-0.01	-0.01	0.08	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	0.38	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
kétségbe	0	0.04	0.04	0.04	0.01	0	0.02	0.13	-0.01	0.01	0	0.75	0.02	0.02	0.22	0.12	0.06	0	0.36	-0.01	-0.01	-0.01	-0.01	0.11	-0.01	0.43	0	0.02	0.75	0.2	0.17	0.02	-0.01	0.01	0.01	0.03	0.03	-0.01	0.04	-0.01	0.03	0.22	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	0.64	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	1.27	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
számon	0.02	0.1	0	0.08	0.01	0.01	0.01	0.01	-0.01	0.01	0	0	0.01	-0.01	0	0.03	0.18	-0.01	0.03	0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	0.03	-0.01	-0.01	0.01	-0.01	-0.01	0.01	0.01	-0.01	0.01	0.03	-0.01	-0.01	-0.01	-0.01	0.04	0.49	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
szemben	0.02	0.07	0.03	0	0	0.12	0	0.02	-0.01	-0.01	0	0.01	0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	0	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	0.07	-0.01	-0.01	0.01	0.02	-0.01	-0.01	0.01	0.03	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
