igekötő	reduplikáció	fele	deverbális_tagadás	fokozhatóság	szerkesztettség	szótagszám	gyakoriság	Pm	Pt	Pl	személyragozhatóság
hajba	-0.45341831526752546	-0.374270239045317	-0.4752462760096982	-0.3123653961545721	0.5724365605193372	0.006178244195487286	-0.5761356031782293	-0.5466268791587646	-0.5497664804233818	-0.7913180807954471	-0.23197340190811358
hanyatt	-0.45341831526752546	-0.374270239045317	-0.4752462760096982	-0.3123653961545721	-1.7469184691710817	0.006178244195487286	-0.007477985274172612	-0.42333003446528283	-0.4319483931472286	0.13453338639691853	-0.23197340190811358
harcba	-0.45341831526752546	-0.374270239045317	-0.4752462760096982	-0.3123653961545721	0.5724365605193372	0.006178244195487286	-1.1134954357463978	-0.5466268791587646	-0.5497664804233818	1.4450477568819637	-0.23197340190811358
hasba	-0.45341831526752546	-0.374270239045317	-0.4752462760096982	-0.3123653961545721	0.5724365605193372	0.006178244195487286	-0.3863500880100897	-0.4843706013552963	-0.4319483931472286	0.9390199495977933	-0.23197340190811358
hasra	-0.45341831526752546	-0.374270239045317	-0.4752462760096982	-0.3123653961545721	0.5724365605193372	0.006178244195487286	-0.14978876904335964	-0.42333003446528283	-0.4319483931472286	0.30625244174949245	-0.23197340190811358
hatályba	-0.45341831526752546	-0.374270239045317	-0.4752462760096982	-0.3123653961545721	0.5724365605193372	2.391568252374608	-1.0015067191891038	-0.5466268791587646	-0.5497664804233818	-0.7913180807954471	-0.23197340190811358
hátba	-0.45341831526752546	-0.374270239045317	-0.4752462760096982	-0.3123653961545721	0.5724365605193372	0.006178244195487286	0.14997338277717226	-0.30480107263948114	-0.26368681609669237	0.38280872139961314	-0.23197340190811358
hátra	2.443425043480793	2.790222758210462	-0.4752462760096982	3.3158616903430476	0.5724365605193372	0.006178244195487286	1.1185480024367647	1.6859463946459445	1.6560381100373267	-0.3716530712801749	-0.23197340190811358
haza	2.436627776715636	2.790258528689184	1.5297506449386906	-0.3123653961545721	-1.7469184691710817	0.006178244195487286	1.4366074863760163	1.9179393374923488	1.704974543495175	-0.7020443941731248	-0.23197340190811358
házhoz	-0.45341831526752546	-0.374270239045317	-0.4752462760096982	-0.3123653961545721	0.5724365605193372	0.006178244195487286	-1.0015067191891038	-0.4843706013552963	-0.49027809414718754	1.7710235066817643	-0.23197340190811358
hegyet	-0.45341831526752546	-0.374270239045317	-0.4752462760096982	-0.3123653961545721	0.5724365605193372	0.006178244195487286	-1.719154271314397	-0.5466268791587646	-0.5497664804233818	2.122545815991902	-0.23197340190811358
helybe	-0.45341831526752546	-0.374270239045317	-0.4752462760096982	-0.3123653961545721	0.5724365605193372	0.006178244195487286	-0.8769693198460007	-0.4843706013552963	-0.49027809414718754	1.5229085675932532	-0.23197340190811358
helyben	-0.45341831526752546	-0.374270239045317	-0.4752462760096982	-0.3123653961545721	0.5724365605193372	0.006178244195487286	0.7585417307326002	-0.4843706013552963	-0.49027809414718754	-0.7449455479095364	-0.23197340190811358
helyre	1.491929865968994	-0.374270239045317	-0.4752462760096982	-0.3123653961545721	0.5724365605193372	0.006178244195487286	1.181970289044525	0.26980779604076344	0.4436756593288557	-0.6887835318543167	-0.23197340190811358
helyt	-0.45341831526752546	-0.374270239045317	1.9539409890619175	-0.3123653961545721	0.5724365605193372	-2.2349120844002037	0.7874738973771052	-0.4843706013552963	-0.5497664804233818	-0.7775936991954039	-0.23197340190811358
hozzá	2.288787703344871	2.649985123928976	2.355798558538751	-0.3123653961545721	-1.7469184691710817	0.006178244195487286	1.6266824121049974	2.184707420771861	2.198555705447662	-0.7557829426767482	4.310839424392035
ide	2.3685099623963466	2.78603339068372	2.1936959054456864	3.3082075705822382	-1.7469184691710817	0.006178244195487286	1.2467356958154598	2.3607406861549634	2.3177488884720847	-0.31218684989393	-0.23197340190811358
igazat	-0.45341831526752546	-0.374270239045317	-0.4752462760096982	-0.3123653961545721	0.5724365605193372	2.391568252374608	-1.1836979922517488	-0.4843706013552963	-0.5497664804233818	1.6039632371018544	-0.23197340190811358
irányt	-0.45341831526752546	-0.374270239045317	-0.4752462760096982	-0.3123653961545721	0.5724365605193372	0.006178244195487286	-1.5141393920152748	-0.5466268791587646	-0.49027809414718754	2.122545815991902	-0.23197340190811358
jól	-0.45341831526752546	-0.374270239045317	-0.4752462760096982	-0.3123653961545721	0.5724365605193372	-2.2349120844002037	1.00574245497604	-0.42333003446528283	-0.5497664804233818	-0.7913180807954471	-0.23197340190811358
jót	-0.45341831526752546	-0.374270239045317	-0.4752462760096982	-0.3123653961545721	0.5724365605193372	-2.2349120844002037	-0.06204471208010801	-0.4843706013552963	-0.5497664804233818	-0.5324190080809449	-0.23197340190811358
jóvá	-0.45341831526752546	-0.374270239045317	1.5297506449386906	-0.3123653961545721	0.5724365605193372	0.006178244195487286	1.247078086957645	-0.42333003446528283	-0.5497664804233818	-0.7885674762999938	-0.23197340190811358
kárba	-0.45341831526752546	-0.374270239045317	-0.4752462760096982	-0.3123653961545721	0.5724365605193372	0.006178244195487286	-0.5181328687478826	-0.5466268791587646	-0.5497664804233818	-0.7913180807954471	-0.23197340190811358
karban	-0.45341831526752546	-0.374270239045317	-0.4752462760096982	-0.3123653961545721	0.5724365605193372	0.006178244195487286	0.534231243471895	-0.5466268791587646	-0.5497664804233818	-0.7913180807954471	-0.23197340190811358
keresztbe	-0.45341831526752546	-0.374270239045317	-0.4752462760096982	-0.3123653961545721	0.5724365605193372	2.391568252374608	0.23109539271817436	-0.13554411333580343	-0.054233609368167054	0.6410559191701625	-0.23197340190811358
keresztül	-0.45341831526752546	-0.374270239045317	-0.4752462760096982	-0.3123653961545721	0.5724365605193372	2.391568252374608	0.9521431997499287	1.3036331615261756	1.5300492886283543	-0.039381032320549667	-0.23197340190811358
készen	-0.45341831526752546	-0.374270239045317	-0.4752462760096982	-0.3123653961545721	0.5724365605193372	0.006178244195487286	-0.7312489567669076	-0.5466268791587646	-0.5497664804233818	-0.7913180807954471	-0.23197340190811358
kétségbe	-0.45341831526752546	-0.374270239045317	-0.4752462760096982	-0.3123653961545721	0.5724365605193372	2.391568252374608	0.5264608351441882	-0.4843706013552963	-0.5497664804233818	-0.7913180807954471	-0.23197340190811358
ketté	-0.45341831526752546	2.522454082717987	-0.4752462760096982	-0.3123653961545721	0.5724365605193372	0.006178244195487286	1.0262647073581066	0.26980779604076344	0.23063372429972717	-0.6338338179130844	-0.23197340190811358
kézben	-0.45341831526752546	-0.374270239045317	-0.4752462760096982	-0.3123653961545721	0.5724365605193372	0.006178244195487286	-1.1836979922517488	-0.5466268791587646	-0.5497664804233818	-0.7913180807954471	-0.23197340190811358
kézen	-0.45341831526752546	-0.374270239045317	-0.4752462760096982	-0.3123653961545721	0.5724365605193372	0.006178244195487286	-0.25301948316479916	-0.4843706013552963	-0.5497664804233818	-0.7913180807954471	-0.23197340190811358
